Tag ID#1,Tag ID#2,Date Tagged,R1Date,R2Date,R3Date,dal1,dal2,dal3,R1Tag,R2Tag,R3Tag,TagSite,Site Recap1,Site Recap2,Site Recap3,Site Recap4,Inside/Outside Tagged,Inside/Outside Recap1,Inside/Outside Recap2,Inside/Outside Recap3,Inside/Outside Recap4,Fin Clip ID tagging,Species,SL (mm) Tagged,SL (mm) Recap1,SL (mm) Recap2,SL (mm) Recap3,TL (in) Recap1,TL (in) Recap2,"If recapture, released/kept? Recap1","If recapture, released/kept? Recap2","If recapture, released/kept? Recap3","If recapture, released/kept? Recap4"
52,51,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,270,,,,,,,,,
56,55,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,264,,,,,,,,,
58,57,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,275,,,,,,,,,
60,59,10/24/2012,12/6/2012,,,43,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,265,262,,,,,"released, tag left in place",,,
63,62,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,250,,,,,,,,,
65,64,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,277,,,,,,,,,
67,66,10/24/2012,10/22/2013,,,,,363,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,232,252,,,,,,,,
71,70,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,324,,,,,,,,,
73,72,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,355,,,,,,,,,
75,74,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,402,,,,,,,,,
79,80,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,259,,,,,,,,,
81,82,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,430,,,,,,,,,
84,85,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,294,,,,,,,,,
86,87,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,423,,,,,,,,,
88,89,10/24/2012,6/24/2014,,,,,608,1,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,314,340,,,,,"released, tag left in place",,,
90,91,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,305,,,,,,,,,
92,93,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,358,,,,,,,,,
95,96,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,265,,,,,,,,,
97,98,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,405,,,,,,,,,
99,100,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,298,,,,,,,,,
102,103,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,247,,,,,,,,,
104,105,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,203,,,,,,,,,
106,107,10/24/2012,6/17/2013,,,,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,282,294,,,,,"released, tag left in place",,,
108,109,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,232,,,,,,,,,
111,112,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,281,,,,,,,,,
114,115,10/24/2012,10/16/2013,,,,,357,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,195,207,,,,,"released, tag left in place",,,
116,117,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,242,,,,,,,,,
118,119,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,230,,,,,,,,,
120,121,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,214,,,,,,,,,
122,123,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,240,,,,,,,,,
126,127,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,310,,,,,,,,,
128,129,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,294,,,,,,,,,
130,131,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,283,,,,,,,,,
132,133,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,232,,,,,,,,,
134,135,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,225,,,,,,,,,
136,137,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,247,,,,,,,,,
138,139,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,244,,,,,,,,,
140,141,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,233,,,,,,,,,
142,143,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,286,,,,,,,,,
144,145,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,304,,,,,,,,,
146,147,10/24/2012,7/1/2013,,,,,,2,,,La Jolla Cove,La Jolla,,,,Inside,Outside,,,,,kelp bass,236,244,,,,,,,,
153,154,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,330,,,,,,,,,
155,156,11/30/2012,6/23/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,248,,,,,,"released, tag left in place",,,
159,160,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,315,,,,,,,,,
162,163,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,279,,,,,,,,,
164,165,11/30/2012,6/23/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,249,,,,,,"released, tag left in place",,,
170,171,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,332,,,,,,,,,
174,175,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,283,,,,,,,,,
184,185,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,280,,,,,,,,,
186,187,11/30/2012,2/10/2014,,,,,437,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,287,,,,,,kept,,,
188,189,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,311,,,,,,,,,
190,191,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,unknown,,,,,,,,,
192,193,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,278,,,,,,,,,
194,195,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,259,,,,,,,,,
196,197,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,337,,,,,,,,,
198,199,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,302,,,,,,,,,
201,202,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,214,,,,,,,,,
203,204,10/30/2012,11/2/2012,,,3,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,246,246,,,,,"released, tag left in place",,,
205,206,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,212,,,,,,,,,
207,208,10/30/2012,7/1/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,232,238,,,,,"released, tag left in place",,,
209,210,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,211,,,,,,,,,
211,212,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,310,,,,,,,,,
215,216,10/30/2012,6/5/2014,,,,,583,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,200,,,,,,"released, tag left in place",,,
218,219,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,262,,,,,,,,,
220,221,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,221,,,,,,,,,
224,225,10/30/2012,5/22/2014,,,,,569,1,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,355,,,,,,kept,,,
226,227,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,233,,,,,,,,,
229,230,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,250,,,,,,,,,
231,232,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,225,,,,,,,,,
236,237,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,335,,,,,,,,,
238,239,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,285,,,,,,,,,
240,241,10/30/2012,11/2/2012,,,3,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,229,229,,,,,"released, tag left in place",,,
242,243,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,234,,,,,,,,,
244,245,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,248,,,,,,,,,
247,248,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,229,,,,,,,,,
249,250,10/30/2012,7/1/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,250,250,,,,,"released, tag left in place",,,
251,252,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,235,,,,,,,,,
253,254,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,343,,,,,,,,,
256,257,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,359,,,,,,,,,
258,259,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,270,,,,,,,,,
261,262,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,288,,,,,,,,,
266,267,11/2/2012,6/17/2013,,,,,,2,,,La Jolla,La Jolla Cove,,,,Outside,Inside,,,,,kelp bass,322,303,,,,,"released, tag left in place",,,
268,269,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,324,,,,,,,,,
271,272,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,290,,,,,,,,,
276,277,10/25/2012,5/12/2013,,,199,,,2,,,Point Loma,Point Loma,,,,Outside,Outside,,,,,kelp bass,249,,,,,,released without tag,,,
281,282,10/25/2012,,,,,,,,,,Point Loma,,,,,Outside,,,,,,kelp bass,330,,,,,,,,,
284,285,10/25/2012,,,,,,,,,,Point Loma,,,,,Outside,,,,,,kelp bass,330,,,,,,,,,
289,290,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,260,,,,,,,,,
291,292,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,203,,,,,,,,,
293,294,10/30/2012,6/24/2014,7/1/2014,,602,609,609,2,2,,La Jolla,La Jolla Cove,La Jolla Cove,,,Outside,Inside,Inside,,,,kelp bass,246,282,,,,,"released, tag left in place","released, tag left in place",,
296,297,10/30/2012,6/2/2014,,,,,580,1,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,231,,,,13,,"released, tag left in place",,,
300,299,10/25/2012,5/26/2014,,,,,578,1,,,Point Loma,Point Loma,,,,Outside,Outside,,,,,kelp bass,253,,,,,,"released, tag left in place",,,
303,302,10/24/2012,4/14/2014,,,,,537,2,,,La Jolla Cove,Mission Bay,,,,Inside,Outside,,,,,kelp bass,223,,,,,,released without tag,,,
305,304,10/24/2012,6/17/2013,,,,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,205,213,,,,,"released, tag left in place",,,
307,306,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,210,,,,,,,,,
309,308,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,410,,,,,,,,,
311,310,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,305,,,,,,,,,
316,315,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,309,,,,,,,,,
318,317,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,306,,,,,,,,,
321,320,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,barred sand bass,347,,,,,,,,,
325,324,10/24/2012,7/1/2014,,,,,615,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,284,299,,,,,"released, tag left in place",,,
326,327,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,259,,,,,,,,,
328,329,10/24/2012,12/6/2012,6/17/2013,,43,236,,2,2,,La Jolla Cove,La Jolla Cove,La Jolla Cove,,,Inside,Inside,Inside,,,,kelp bass,316,323,324,,,,"released, tag left in place","released, tag left in place",,
330,331,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,246,,,,,,,,,
332,333,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,319,,,,,,,,,
334,335,10/24/2012,6/20/2013,,,,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,243,250,,,,,"released, tag left in place",,,
336,337,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,311,,,,,,,,,
338,339,10/24/2012,10/22/2013,,,,,363,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,245,253,,,,,"released, tag left in place",,,
340,341,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,322,,,,,,,,,
344,345,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,273,,,,,,,,,
347,348,10/24/2012,7/1/2013,8/7/2013,,250,287,,2,2,,La Jolla Cove,La Jolla,La Jolla,,,Inside,Outside,Outside,,,,kelp bass,279,279,,,,,"released, tag left in place",released without tag,,
349,350,10/24/2012,6/20/2013,,,,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,279,286,,,,,"released, tag left in place",,,
401,402,10/24/2012,6/24/2014,7/1/2014,,608,615,615,1,1,,La Jolla Cove,La Jolla Cove,La Jolla Cove,,,Inside,Inside,Inside,,,,kelp bass,302,318,319,,,,"released, tag left in place","released, tag left in place",,
403,404,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,222,,,,,,,,,
407,408,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,245,,,,,,,,,
411,412,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,267,,,,,,,,,
423,422,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,307,,,,,,,,,
425,424,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,203,,,,,,,,,
428,427,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,211,,,,,,,,,
430,429,10/24/2012,7/1/2014,,,,,615,1,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,258,294,,,,,"released, tag left in place",,,
432,431,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,315,,,,,,,,,
434,433,10/24/2012,12/6/2012,6/17/2013,,43,236,,2,2,,La Jolla Cove,La Jolla Cove,La Jolla Cove,,,Inside,Inside,Inside,,,,kelp bass,282,285,285,,,,"released, tag left in place","released, tag left in place",,
436,435,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,305,,,,,,,,,
438,437,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,285,,,,,,,,,
440,439,10/24/2012,12/6/2012,,,43,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,277,284,,,,,"released, tag left in place",,,
442,441,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,251,,,,,,,,,
444,443,10/24/2012,10/22/2013,7/6/2014,,363,620,620,2,2,,La Jolla Cove,La Jolla Cove,La Jolla,,,Inside,Inside,Outside,,,,kelp bass,204,243,,,,,"released, tag left in place","released, tag left in place",,
446,445,10/24/2012,7/1/2014,,,,,615,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,252,,,,,,"released, tag left in place",,,
448,447,10/24/2012,7/1/2014,,,,,615,1,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,261,,,,,,"released, tag left in place",,,
450,449,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,361,,,,,,,,,
452,451,11/2/2012,6/21/2014,,,,,596,1,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,240,,,,,,"released, tag left in place",,,
455,454,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,246,,,,,,,,,
457,456,11/2/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,226,,,,,,,,,
459,458,11/2/2012,6/19/2014,7/4/2014,,594,609,609,1,1,,La Jolla,La Jolla,La Jolla,,,Outside,Outside,Outside,,,,kelp bass,256,299,,,,,"released, tag left in place",kept,,
466,465,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,308,,,,,,,,,
470,469,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,245,,,,,,,,,
475,474,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,225,,,,,,,,,
478,477,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,246,,,,,,,,,
480,479,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,255,,,,,,,,,
482,481,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,293,,,,,,,,,
484,483,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,304,,,,,,,,,
486,485,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,246,,,,,,,,,
488,487,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,270,,,,,,,,,
490,489,10/24/2012,6/17/2013,,,,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,270,272,,,,,"released, tag left in place",,,
492,491,10/24/2012,6/17/2013,10/18/2013,9/17/2014,236,359,693,2,1,1,La Jolla Cove,La Jolla Cove,La Jolla Cove,La Jolla Cove,,Inside,Inside,Inside,Inside,,,kelp bass,275,287,300,317,,,"released, tag left in place","released, tag left in place","released, tag left in place",
494,493,10/24/2012,12/6/2012,,,43,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,288,285,,,,,"released, tag left in place",,,
496,495,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,215,,,,,,,,,
498,497,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,250,,,,,,,,,
500,499,10/24/2012,12/6/2012,10/16/2013,,43,357,,2,2,,La Jolla Cove,La Jolla Cove,La Jolla Cove,,,Inside,Inside,Inside,,,,kelp bass,290,288,296,,,,"released, tag left in place","released, tag left in place",,
501,502,10/30/2012,7/1/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,210,213,,,,,"released, tag left in place",,,
503,504,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,247,,,,,,,,,
505,506,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,215,,,,,,,,,
507,508,10/30/2012,11/27/2012,,,28,,,2,,,La Jolla,La Jolla South,,,,Outside,Inside,,,,,kelp bass,219,221,,,,,"released, tag left in place",,,
510,511,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,235,,,,,,,,,
512,513,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,252,,,,,,,,,
515,516,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,211,,,,,,,,,
527,528,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,209,,,,,,,,,
529,530,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,209,,,,,,,,,
531,532,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,254,,,,,,,,,
533,534,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,280,,,,,,,,,
536,537,10/30/2012,7/2/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,barred sand bass,244,,,,,,kept,,,
539,540,10/30/2012,11/27/2012,,,28,,,2,,,La Jolla,La Jolla South,,,,Outside,Inside,,,,,kelp bass,226,223,,,,,"released, tag left in place",,,
541,542,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,251,,,,,,,,,
543,544,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,308,,,,,,,,,
545,546,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,235,,,,,,,,,
547,548,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,240,,,,,,,,,
549,550,10/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,223,,,,,,,,,
603,602,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,282,,,,,,,,,
606,605,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,318,,,,,,,,,
608,607,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,395,,,,,,,,,
611,610,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,236,,,,,,,,,
613,612,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,379,,,,,,,,,
615,614,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,267,,,,,,,,,
617,616,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,441,,,,,,,,,
619,618,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,440,,,,,,,,,
621,620,10/24/2012,10/22/2013,,,,,363,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,251,280,,,,,"released, tag left in place",,,
623,622,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,293,,,,,,,,,
625,624,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,259,,,,,,,,,
627,626,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,300,,,,,,,,,
631,630,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,240,,,,,,,,,
633,632,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,262,,,,,,,,,
635,634,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,277,,,,,,,,,
637,636,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,297,,,,,,,,,
639,638,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,241,,,,,,,,,
642,641,10/24/2012,6/29/2014,,,,,613,2,,,La Jolla Cove,La Jolla,,,,Inside,Outside,,,,,kelp bass,295,,,,,,"released, tag left in place",,,
644,643,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,320,,,,,,,,,
646,645,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,319,,,,,,,,,
648,647,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,272,,,,,,,,,
650,649,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,299,,,,,,,,,
653,654,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,282,,,,,,,,,
655,656,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,230,,,,,,,,,
657,658,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,247,,,,,,,,,
659,660,10/24/2012,10/18/2013,,,,,359,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,283,308,,,,,"released, tag left in place",,,
661,662,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,244,,,,,,,,,
663,664,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,304,,,,,,,,,
667,668,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,365,,,,,,,,,
669,670,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,253,,,,,,,,,
671,672,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,355,,,,,,,,,
674,675,10/24/2012,7/1/2014,,,,,615,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,293,338,,,,,"released, tag left in place",,,
676,677,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,284,,,,,,,,,
678,679,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,301,,,,,,,,,
680,681,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,274,,,,,,,,,
682,683,10/24/2012,12/6/2012,,,43,,,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,325,320,,,,,"released, tag left in place",,,
684,685,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,258,,,,,,,,,
686,687,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,288,,,,,,,,,
688,689,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,282,,,,,,,,,
690,691,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,264,,,,,,,,,
694,695,10/24/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,288,,,,,,,,,
696,697,10/24/2012,10/22/2013,,,,,363,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,245,263,,,,,"released, tag left in place",,,
