Tag ID#1,Tag ID#2,Date Tagged,R1Date,R2Date,R3Date,dal1,dal2,dal3,R1Tag,R2Tag,R3Tag,TagSite,Site Recap1,Site Recap2,Site Recap3,Site Recap4,Inside/Outside Tagged,Inside/Outside Recap1,Inside/Outside Recap2,Inside/Outside Recap3,Inside/Outside Recap4,Fin Clip ID tagging,Species,SL (mm) Tagged,SL (mm) Recap1,SL (mm) Recap2,SL (mm) Recap3,TL (in) Recap1,TL (in) Recap2,"If recapture, released/kept? Recap1","If recapture, released/kept? Recap2","If recapture, released/kept? Recap3","If recapture, released/kept? Recap4"
3007,3008,12/6/2012,7/1/2014,,,,,572,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,383,314,,,,,"released, tag left in place",,,
3010,3011,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,310,,,,,,,,,
3012,3013,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,263,,,,,,,,,
3015,3016,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,277,,,,,,,,,
3018,3019,12/6/2012,6/11/2013,,,187,,,2,,,La Jolla Cove,La Jolla,,,,Inside,Outside,,,,,kelp bass,334,,,,14,,kept,,,
3023,3024,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,285,,,,,,,,,
3026,3027,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,314,,,,,,,,,
3029,3030,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,257,,,,,,,,,
3031,3032,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,barred sand bass,319,,,,,,,,,
3033,3034,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,280,,,,,,,,,
3037,3038,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,399,,,,,,,,,
3039,3040,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,390,,,,,,,,,
3043,3044,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,295,,,,,,,,,
3047,3048,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,329,,,,,,,,,
3049,3050,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,255,,,,,,,,,
3154,3155,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,262,,,,,,,,,
3158,3159,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,300,,,,,,,,,
3176,3177,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,305,,,,,,,,,
3180,3181,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,223,,,,,,,,,
3182,3183,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,233,,,,,,,,,
3185,3186,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,288,,,,,,,,,
3187,3188,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,257,,,,,,,,,
3189,3190,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,308,,,,,,,,,
3198,3199,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,354,,,,,,,,,
3201,3202,12/6/2012,7/1/2014,,,,,572,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,271,294,,,,,"released, tag left in place",,,
3203,3204,12/6/2012,9/17/2014,,,,,650,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,320,342,,,,,"released, tag left in place",,,
3205,3206,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,278,,,,,,,,,
3207,3208,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,250,,,,,,,,,
3209,3210,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,300,,,,,,,,,
3212,3213,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,320,,,,,,,,,
3220,3221,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,257,,,,,,,,,
3223,3224,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,283,,,,,,,,,
3230,3231,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,378,,,,,,,,,
3232,3233,12/6/2012,10/18/2013,,,,,316,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,330,340,,,,,"released, tag left in place",,,
3234,3235,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,254,,,,,,,,,
3236,3237,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,244,,,,,,,,,
3238,3239,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,469,,,,,,,,,
3240,3241,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,214,,,,,,,,,
3242,3243,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,263,,,,,,,,,
3244,3245,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,255,,,,,,,,,
3247,3248,12/6/2012,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,269,,,,,,,,,
5062,5063,6/14/2013,6/22/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,275,,,,,,"released, tag left in place",,,
5064,5065,6/14/2013,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,225,,,,,,,,,
5066,5067,6/14/2013,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,287,,,,,,,,,
5068,5069,6/14/2013,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,255,,,,,,,,,
5071,5072,6/14/2013,6/10/2014,,,,,361,1,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,310,,,,,,kept,,,
5152,5153,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,255,,,,,,,,,
5154,5155,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,243,,,,,,,,,
5157,5158,6/20/2013,2/25/2014,,,,,250,2,,,La Jolla Cove,La Jolla,,,,Inside,outside,,,,,kelp bass,326,,,,,,kept,,,
5160,5161,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,240,,,,,,,,,
5165,5166,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,261,,,,,,,,,
5167,5168,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,37,kelp bass,275,,,,,,,,,
5171,5172,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,38,kelp bass,270,,,,,,,,,
5173,5174,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,40,kelp bass,314,,,,,,,,,
5184,5185,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,330,,,,,,,,,
5188,5189,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,303,,,,,,,,,
5201,5202,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,73,kelp bass,272,,,,,,,,,
5204,5205,6/20/2013,6/24/2014,,,,,369,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,75,kelp bass,320,340,,,,,"released, tag left in place",,,
5206,5207,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,76,kelp bass,238,,,,,,,,,
5208,5209,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,77,kelp bass,272,,,,,,,,,
5210,5211,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,78,kelp bass,266,,,,,,,,,
5212,5213,6/20/2013,6/5/2014,,,,,350,2,,,La Jolla Cove,La Jolla,,,,Inside,Outside,,,,79,kelp bass,255,,,,,,"released, tag left in place",,,
5214,5215,6/20/2013,8/31/2013,,,,,,1,,,La Jolla Cove,La Jolla,,,,Inside,Outside,,,,81,kelp bass,289,,,,,,released without tag,,,
5216,5217,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,82,kelp bass,281,,,,,,,,,
5219,5220,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,84,kelp bass,249,,,,,,,,,
5221,5222,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,85,kelp bass,332,,,,,,,,,
5223,5224,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,87,kelp bass,270,,,,,,,,,
5227,5228,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,2,kelp bass,266,,,,,,,,,
5233,5234,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,325,,,,,,,,,
5239,5240,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,269,,,,,,,,,
5241,5242,6/20/2013,7/1/2014,,,,,376,1,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,299,304,,,,,"released, tag left in place",,,
5257,5258,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,251,,,,,,,,,
5259,5260,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,295,,,,,,,,,
5267,5268,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,335,,,,,,,,,
5270,5271,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,335,,,,,,,,,
5272,5273,6/20/2013,10/18/2013,,,,,120,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,252,274,,,,,"released, tag left in place",,,
5327,5328,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,55,kelp bass,284,,,,,,,,,
5333,5334,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,60,kelp bass,280,,,,,,,,,
5336,5337,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,61,kelp bass,264,,,,,,,,,
5341,5342,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,66,kelp bass,275,,,,,,,,,
5348,5349,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,71,kelp bass,310,,,,,,,,,
5384,5385,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,295,,,,,,,,,
5393,5394,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,35,kelp bass,252,,,,,,,,,
5395,5396,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,282,,,,,,,,,
5397,5398,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,252,,,,,,,,,
5399,5400,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,322,,,,,,,,,
5402,5403,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,322,,,,,,,,,
5405,5406,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,300,,,,,,,,,
5408,5409,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,293,,,,,,,,,
5410,5411,6/20/2013,6/24/2014,,,,,369,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,266,288,,,,,"released, tag left in place",,,
5413,5414,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,255,,,,,,,,,
5420,5421,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,307,,,,,,,,,
5422,5423,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,248,,,,,,,,,
5424,5425,6/20/2013,8/17/2013,,,,,,2,,,La Jolla Cove,La Jolla,,,,Inside,Outside,,,,,kelp bass,323,,,,,,kept,,,
5426,5427,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,273,,,,,,,,,
5430,5431,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,93,kelp bass,313,,,,,,,,,
5433,5434,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,94,kelp bass,344,,,,,,,,,
5440,5441,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,98,kelp bass,258,,,,,,,,,
5442,5443,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,99,kelp bass,314,,,,,,,,,
5444,5445,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,100,kelp bass,242,,,,,,,,,
5447,5448,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,260,,,,,,,,,
5453,5454,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,42,kelp bass,245,,,,,,,,,
5456,5457,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,44,kelp bass,300,,,,,,,,,
5458,5459,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,45,kelp bass,312,,,,,,,,,
5461,5462,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,47,kelp bass,317,,,,,,,,,
5464,5465,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,49,kelp bass,325,,,,,,,,,
5466,5467,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,50,kelp bass,268,,,,,,,,,
5468,5469,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,51,kelp bass,253,,,,,,,,,
5471,5472,6/20/2013,10/16/2013,,,,,118,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,52,kelp bass,285,296,,,,,"released, tag left in place",,,
5473,5474,6/20/2013,6/24/2014,,,,,369,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,53,kelp bass,279,291,,,,,"released, tag left in place",,,
5483,5484,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,27,kelp bass,348,,,,,,,,,
5486,5487,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,312,,,,,,,,,
5495,5496,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,288,,,,,,,,,
5497,5498,6/20/2013,10/18/2013,,,,,120,2,,,La Jolla Cove,La Jolla Cove,,,,Inside,Inside,,,,,kelp bass,273,283,,,,,"released, tag left in place",,,
5499,5500,6/20/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,248,,,,,,,,,
5796,5797,6/17/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,359,,,,,,,,,
5890,5891,6/17/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,395,,,,,,,,,
6007,6008,6/17/2013,,,,,,,,,,La Jolla Cove,,,,,Inside,,,,,,kelp bass,304,,,,,,,,,
6058,6059,10/18/2013,,,,,,,1,,,La Jolla Cove,,,,,Inside,,,,,82,kelp bass,420,,,,,,the recap date formerly included here (2/12/2016)is really for tag 6083…etm removed from tag loss analysis,,,
7104,7105,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,404,,,,,,,,,
7106,7107,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,363,,,,,,,,,
7108,7109,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,378,,,,,,,,,
7110,7111,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,329,,,,,,,,,
7114,7115,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,300,,,,,,,,,
7117,7118,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,280,,,,,,,,,
7119,7120,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,295,,,,,,,,,
7126,7127,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,290,,,,,,,,,
7128,7129,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,328,,,,,,,,,
7130,7131,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,295,,,,,,,,,
7133,7134,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,281,,,,,,,,,
7135,7136,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,365,,,,,,,,,
7141,7142,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,345,,,,,,,,,
7144,7145,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,365,,,,,,,,,
7151,7152,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,295,,,,,,,,,
7156,7157,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,264,,,,,,,,,
7158,7159,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,304,,,,,,,,,
7161,7162,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,265,,,,,,,,,
7167,7168,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,387,,,,,,,,,
7169,7170,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,397,,,,,,,,,
7180,7181,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,289,,,,,,,,,
7192,7193,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,303,,,,,,,,,
7194,7195,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,310,,,,,,,,,
7196,7197,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,359,,,,,,,,,
7198,7199,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,293,,,,,,,,,
7203,7204,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,268,,,,,,,,,
7205,7206,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,264,,,,,,,,,
7208,7209,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,260,,,,,,,,,
7210,7211,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,285,,,,,,,,,
7212,7213,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,355,,,,,,,,,
7216,7217,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,299,,,,,,,,,
7219,7220,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,268,,,,,,,,,
7222,7223,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,339,,,,,,,,,
7224,7225,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,barred sand bass,273,,,,,,,,,
7226,7227,11/27/2012,6/12/2013,,,197,,,1,,,La Jolla South,La Jolla South,,,,Inside,Inside,,,,,kelp bass,271,269,,,,,"released, tag left in place",,,
7230,7231,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,439,,,,,,,,,
7233,7234,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,348,,,,,,,,,
7236,7237,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,315,,,,,,,,,
7242,7243,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,312,,,,,,,,,
7245,7246,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,319,,,,,,,,,
7247,7248,11/27/2012,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,468,,,,,,,,,
7252,7253,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,290,,,,,,,,,
7256,7257,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,331,,,,,,,,,
7260,7261,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,277,,,,,,,,,
7262,7263,11/30/2012,4/21/2013,,,142,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,284,,,,,,released without tag,,,
7264,7265,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,262,,,,,,,,,
7268,7269,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,293,,,,,,,,,
7272,7273,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,341,,,,,,,,,
7274,7275,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,260,,,,,,,,,
7302,7303,11/30/2012,6/19/2014,,,,,566,1,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,259,273,,,,,"released, tag left in place",,,
7304,7305,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,283,,,,,,,,,
7312,7313,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,272,,,,,,,,,
7315,7316,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,247,,,,,,,,,
7318,7319,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,315,,,,,,,,,
7324,7325,11/30/2012,6/18/2013,,,,,,2,,,La Jolla,La Jolla,,,,Outside,Outside,,,,,kelp bass,337,,,,,,"released, tag left in place",,,
7326,7327,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,295,,,,,,,,,
7329,7330,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,348,,,,,,,,,
7348,7349,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,298,,,,,,,,,
7352,7353,11/30/2012,6/11/2013,3/20/2014,,193,475,,2,2,,La Jolla,La Jolla,La Jolla,,,Outside,Outside,Outside,,,,kelp bass,303,,305,,,,"released, tag left in place","released, tag left in place",,
7355,7356,11/30/2012,6/12/2013,6/14/2013,,194,196,,2,2,,La Jolla,La Jolla,La Jolla,,,Outside,Outside,Outside,,,,kelp bass,275,,280,,,,"released, tag left in place","released, tag left in place",,
7359,7360,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,386,,,,,,,,,
7363,7364,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,270,,,,,,,,,
7381,7380,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,281,,,,,,,,,
7383,7382,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,255,,,,,,,,,
7389,7388,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,356,,,,,,,,,
7394,7393,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,352,,,,,,,,,
7397,7396,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,416,,,,,,,,,
7404,7405,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,254,,,,,,,,,
7406,7407,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,328,,,,,,,,,
7409,7410,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,324,,,,,,,,,
7411,7412,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,290,,,,,,,,,
7414,7415,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,343,,,,,,,,,
7416,7417,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,293,,,,,,,,,
7418,7419,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,240,,,,,,,,,
7420,7421,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,276,,,,,,,,,
7426,7427,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,233,,,,,,,,,
7428,7429,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,unknown,,,,,,,,,
7430,7431,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,404,,,,,,,,,
7437,7438,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,325,,,,,,,,,
7440,7441,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,390,,,,,,,,,
7447,7448,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,350,,,,,,,,,
7449,7450,11/30/2012,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,280,,,,,,,,,
7545,7546,1/9/2013,,,,,,,,,,Mission Bay,,,,,Outside,,,,,,spotted sand bass,229,,,,,,,,,
8118,8119,6/28/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,405,,,,,,,,,
8615,8616,10/7/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,192,,,,,,,,,
8827,8828,6/28/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,325,,,,,,,,,
8902,8901,6/28/2013,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,284,,,,,,,,,
8965,8966,10/4/2013,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,233,,,,,,,,,
9309,9310,6/28/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,360,,,,,,,,,
9311,9312,6/28/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,302,,,,,,,,,
9315,9316,6/28/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,290,,,,,,,,,
9381,9382,6/28/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,389,,,,,,,,,
9398,9399,6/28/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,365,,,,,,,,,
9848,9849,7/1/2013,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,211,,,,,,,,,
10506,10507,10/2/2013,,,,,,,,,,La Jolla South,,,,,Inside,,,,,,kelp bass,252,,,,,,,,,
10635,10636,7/25/2013,,,,,,,,,,Imperial Beach / Tijuana,,,,,Outside,,,,,,barred sand bass,431,,,,,,,,,
11774,11775,3/12/2014,,,,,,,,,,San Diego Bay,,,,,Outside,,,,,,spotted sand bass,210,,,,,,,,,
14634,14635,5/29/2014,,,,,,,,,,La Jolla,,,,,Outside,,,,,,kelp bass,248,,,,,,,,,
